VALUE,EVT_NAME,LFRDB,EVT_FUEL,EVT_Fuel_N,EVT_LF,EVT_PHYS,EVT_GP,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R,G,B,RED,GREEN,BLUE
7192,Recently Logged-Shrub Cover,7192,2192,Sh Recently Logged-Shrub Cover,Shrub,Shrubland,720,Transitional Shrub Vegetation,LF 63: Recently Logged - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,68,25,1,0.266667,0.098039
7193,Recently Logged-Tree Cover,7193,2193,Tr Recently Logged-Tree Cover,Tree,Conifer,730,Transitional Forest Vegetation,LF 64: Recently Logged - Tree,Tree-dominated,Open tree canopy,Evergreen open tree canopy,255,68,25,1,0.266667,0.098039
7195,Recently Burned-Herb and Grass Cover,7195,2195,He Recently Burned-Herb and Grass Cover,Herb,Grassland,710,Transitional Herbaceous Vegetation,LF 66: Recently Burned - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,59,20,1,0.231373,0.078431
7196,Recently Burned-Shrub Cover,7196,2190,Sh Recently Burned-Shrub Cover,Shrub,Shrubland,720,Transitional Shrub Vegetation,LF 67: Recently Burned - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,59,20,1,0.231373,0.078431
7197,Recently Burned-Tree Cover,7197,2197,Tr Recently Burned-Tree Cover,Tree,Conifer,730,Transitional Forest Vegetation,LF 68: Recently Burned - Tree,Tree-dominated,Open tree canopy,Evergreen open tree canopy,255,59,20,1,0.231373,0.078431
7198,Recently Disturbed Other-Herb and Grass Cover,7198,2198,He Recently Disturbed-Herb and Grass Cover,Herb,Grassland,710,Transitional Herbaceous Vegetation,LF 98: Recently Disturbed Other - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,68,25,1,0.266667,0.098039
7199,Recently Disturbed Other-Shrub Cover,7199,2199,Sh Recently Disturbed-Shrub Cover,Shrub,Shrubland,720,Transitional Shrub Vegetation,LF 99: Recently Disturbed Other - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,68,25,1,0.266667,0.098039
7200,Recently Disturbed Other-Tree Cover,7200,2204,Tr Recently Disturbed-Tree Cover,Tree,Conifer,730,Transitional Forest Vegetation,LF 100: Recently Disturbed Other - Tree,Tree-dominated,Open tree canopy,Evergreen open tree canopy,255,68,25,1,0.266667,0.098039
7207,Central Mixedgrass Prairie Shrubland,7132,2132,Sh Central Mixedgrass Prairie,Shrub,Shrubland,646,Mixedgrass Prairie,SRM 704: Blue Grama-Western Wheatgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,241,140,1,0.945098,0.54902
7234,Mediterranean California Mesic Serpentine Chaparral,7034,2034,Tr Mediterranean California Mesic Serpentine Woodland and Chaparral,Shrub,Shrubland,607,Chaparral,SAF 248: Knobcone Pine,Shrub-dominated,Shrubland,Evergreen shrubland,224,252,192,0.878431,0.988235,0.752941
7238,Laurentian-Acadian Northern Oak Forest,7362,2238,Tr Laurentian-Acadian Northern Oak Forest,Tree,Hardwood,665,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,174,245,224,0.682353,0.960784,0.878431
7239,Laurentian-Acadian Northern Pine-(Oak) Forest,7362,2239,Tr Laurentian-Acadian Northern Pine-Oak Forest,Tree,Conifer-Hardwood,665,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,174,245,224,0.682353,0.960784,0.878431
7240,Laurentian-Acadian Hardwood Forest,7366,2240,Tr Laurentian-Acadian Hardwood Forest,Tree,Hardwood,685,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,0,92,0,0,0.360784,0
7241,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,7366,2241,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Tree,Conifer-Hardwood,685,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,0,92,0,0,0.360784,0
7242,Laurentian Oak Barrens,7407,2242,Tr Laurentian Oak Barrens,Tree,Hardwood,676,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,174,245,224,0.682353,0.960784,0.878431
7243,Laurentian Pine-Oak Barrens,7407,2243,Tr Laurentian Pine-Oak Barrens,Tree,Conifer-Hardwood,676,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,174,245,224,0.682353,0.960784,0.878431
7247,Southern Appalachian Grass Bald,7414,2414,Sh Southern Appalachian Grass and Shrub Bald,Herb,Grassland,670,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
7248,Northern Atlantic Coastal Plain Dune and Swale Grassland,7436,2436,Sh Northern Atlantic Coastal Plain Dune and Swale,Herb,Grassland,654,Atlantic Dunes and Grasslands,LF 57: Dunes and Maritime Grasslands,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,98,41,1,0.384314,0.160784
7249,Atlantic Coastal Plain Peatland Pocosin and Canebrake Shrubland,7452,2452,Tr Atlantic Coastal Plain Peatland Pocosin and Canebrake,Shrub,Riparian,687,Pocosin,LF 48: Pocosin,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,91,195,199,0.356863,0.764706,0.780392
7250,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,7062,2062,Tr Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrub,Shrubland,628,Mountain Mahogany Woodland and Shrubland,SRM 415: Curlleaf Mountain-Mahogany,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,155,235,216,0.607843,0.921569,0.847059
7256,Apacherian-Chihuahuan Semi-Desert Grassland,7121,2121,Sh Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Herb,Grassland,618,Grassland and Steppe,SRM 505: Grama-Tobosa Shrub,Herbaceous / Nonvascular-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,255,204,51,1,0.8,0.2
7260,Mediterranean California Lower Montane Black Oak Forest and Woodland,7030,2260,Tr Mediterranean California Lower Montane Black Oak Forest and Woodland,Tree,Hardwood,610,Conifer-Oak Forest and Woodland,SAF 246: California Black Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,0,189,0,0,0.741176,0
7261,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,7030,2261,Tr Mediterranean California Lower Montane Black Oak - Conifer Forest and Woodland,Tree,Conifer-Hardwood,610,Conifer-Oak Forest and Woodland,SAF 246: California Black Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,189,0,0,0.741176,0
7262,East Cascades Oak Forest and Woodland,7060,2262,Tr East Cascades Oak Forest and Woodland,Tree,Hardwood,610,Conifer-Oak Forest and Woodland,SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Deciduous open tree canopy,214,255,181,0.839216,1,0.709804
7263,East Cascades Oak-Ponderosa Pine Forest and Woodland,7060,2263,Tr East Cascades Oak - Ponderosa Pine Forest and Woodland,Tree,Conifer-Hardwood,610,Conifer-Oak Forest and Woodland,SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,214,255,181,0.839216,1,0.709804
7264,California Lower Montane Blue Oak Woodland and Savanna,7114,2264,Tr California Lower Montane Blue Oak Forest and Woodland,Tree,Hardwood,610,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,121,217,207,0.47451,0.85098,0.811765
7265,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,7114,2265,Tr California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,Tree,Conifer-Hardwood,610,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,121,217,207,0.47451,0.85098,0.811765
7268,Eastern Great Plains Tallgrass Aspen Shrubland,7331,2331,Tr Eastern Great Plains Tallgrass Aspen Parkland,Shrub,Shrubland,602,"Aspen Forest, Woodland, and Parkland",SRM 16: Aspen,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,192,255,138,0.752941,1,0.541176
7270,Klamath-Siskiyou Xeromorphic Serpentine Chaparral,7170,2170,Tr Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,Shrub,Shrubland,607,Chaparral,SAF 248: Knobcone Pine,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,224,252,192,0.878431,0.988235,0.752941
7272,Eastern Boreal Floodplain Shrubland,7444,2444,Tr Eastern Boreal Floodplain,Shrub,Riparian,666,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,50,137,168,0.196078,0.537255,0.658824
7286,Paleozoic Plateau Bluff and Talus Herbaceous,7517,2517,Tr Paleozoic Plateau Bluff and Talus,Herb,Grassland,663,Black Oak Woodland and Savanna,SAF 110: Black Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,85,187,194,0.333333,0.733333,0.760784
7288,Acadian-Appalachian Alpine Tundra Meadow,7386,2386,Sh Acadian-Appalachian Alpine Tundra,Herb,Grassland,651,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,82,52,34,0.321569,0.203922,0.133333
7289,Acadian-Appalachian Subalpine Heath-Krummholz,7389,2389,Tr Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrub,Shrubland,651,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
7290,North-Central Oak Barrens Herbaceous,7395,2395,Tr North-Central Oak Barrens,Herb,Grassland,663,Black Oak Woodland and Savanna,SAF 14: Northern Pin Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,44,127,163,0.172549,0.498039,0.639216
7291,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,7401,2401,Tr Central Interior Highlands Calcareous Glade and Barrens,Herb,Grassland,670,Glades and Barrens,SRM 803: Missouri Glades,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,153,0,1,0.6,0
7292,Open Water,7292,11,Ba Open Water,Water,Open Water,11,Open Water,LF 11: Water,Non-vegetated,Non-vegetated,Non-vegetated,0,0,255,0,0,1
7295,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,7295,32,Bab Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,32,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,LF 20: Developed,Non-vegetated,Non-vegetated,Developed,230,232,250,0.901961,0.909804,0.980392
7296,Developed-Low Intensity,7296,2902,Bau Developed-Low Intensity,Developed,Developed-Low Intensity,22,Developed-Low Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,255,122,143,1,0.478431,0.560784
7297,Developed-Medium Intensity,7297,2903,Bau Developed-Medium Intensity,Developed,Developed-Medium Intensity,23,Developed-Medium Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,253,44,79,0.992157,0.172549,0.309804
7298,Developed-High Intensity,7298,2904,Bau Developed-High Intensity,Developed,Developed-High Intensity,24,Developed-High Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,173,0,28,0.678431,0,0.109804
7299,Developed-Roads,7299,2905,Bau Developed-Roads,Developed,Developed-Roads,25,Developed-Roads,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,1,1,1,0.003922,0.003922,0.003922
7300,Developed-Open Space,7300,2901,Bau Developed-Open Space,Developed,Developed-Open Space,21,Developed-Open Space,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,No Dominant Lifeform,52,52,52,0.203922,0.203922,0.203922
7301,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,7301,2301,Tr Boreal Aspen-Birch Forest,Tree,Hardwood,652,Aspen-Birch Forest,SAF 16: Aspen,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,192,255,138,0.752941,1,0.541176
7302,Laurentian-Acadian Northern Hardwoods Forest,7302,2302,Tr Laurentian-Acadian Northern Hardwoods Forest,Tree,Hardwood,682,Yellow Birch-Sugar Maple Forest,SAF 27: Sugar Maple,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,171,255,138,0.670588,1,0.541176
7303,Northeastern Interior Dry-Mesic Oak Forest,7303,2303,Tr Northeastern Interior Dry-Mesic Oak Forest,Tree,Hardwood,660,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
7304,Ozark-Ouachita Dry-Mesic Oak Forest,7304,2304,Tr Ozark-Ouachita Dry-Mesic Oak Forest,Tree,Hardwood,660,White Oak-Red Oak-Hickory Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
7305,Southern Interior Low Plateau Dry-Mesic Oak Forest,7305,2305,Tr Southern Interior Low Plateau Dry-Mesic Oak Forest,Tree,Hardwood,661,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
7306,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,7306,2306,Tr East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,Tree,Hardwood,667,White Oak-Beech Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
7307,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,7307,2307,Tr East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Tree,Hardwood,658,Coastal Plain Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
7308,Crosstimbers Oak Forest and Woodland,7308,2308,Tr Crosstimbers Oak Forest and Woodland,Tree,Hardwood,662,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
7309,Southern Appalachian Northern Hardwood Forest,7309,2309,Tr Southern Appalachian Northern Hardwood Forest,Tree,Hardwood,682,Yellow Birch-Sugar Maple Forest,SAF 55: Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,216,216,191,0.847059,0.847059,0.74902
7310,North-Central Interior Dry-Mesic Oak Forest and Woodland,7310,2310,Tr North-Central Interior Dry-Mesic Oak Forest and Woodland,Tree,Hardwood,660,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
7311,North-Central Interior Dry Oak Forest and Woodland,7311,2311,Tr North-Central Interior Dry Oak Forest and Woodland,Tree,Hardwood,663,Black Oak Woodland and Savanna,SAF 110: Black Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
7312,Ouachita Montane Oak Forest,7312,2312,Tr Ouachita Montane Oak Forest,Tree,Hardwood,681,Montane Oak Forest,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
7313,North-Central Interior Beech-Maple Forest,7313,2313,Tr North-Central Interior Beech-Maple Forest,Tree,Hardwood,655,Beech-Maple-Basswood Forest,SAF 25: Sugar Maple-Beech-Yellow Birch,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,0,92,0,0,0.360784,0
7314,North-Central Interior Maple-Basswood Forest,7314,2314,Tr North-Central Interior Maple-Basswood Forest,Tree,Hardwood,655,Beech-Maple-Basswood Forest,SAF 26: Sugar Maple-Basswood,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,171,255,138,0.670588,1,0.541176
7315,Southern Appalachian Oak Forest,7315,2315,Tr Southern Appalachian Oak Forest,Tree,Hardwood,661,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
7316,Southern Piedmont Mesic Forest,7316,2316,Tr Southern Piedmont Mesic Forest,Tree,Hardwood,667,White Oak-Beech Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
7317,Allegheny-Cumberland Dry Oak Forest and Woodland,7317,2317,Tr Allegheny-Cumberland Dry Oak Forest and Woodland,Tree,Hardwood,661,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
7318,Southern and Central Appalachian Cove Forest,7318,2318,Tr Southern and Central Appalachian Cove Forest,Tree,Hardwood,655,Beech-Maple-Basswood Forest,SAF 58: Yellow Poplar-Eastern Hemlock,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,18,76,135,0.070588,0.298039,0.529412
7320,Central and Southern Appalachian Montane Oak Forest,7320,2320,Tr Central and Southern Appalachian Montane Oak Forest,Tree,Hardwood,681,Montane Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
7321,South-Central Interior Mesophytic Forest,7321,2321,Tr South-Central Interior Mesophytic Forest,Tree,Hardwood,655,Beech-Maple-Basswood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,0,38,115,0,0.14902,0.45098
7322,Crowley's Ridge Mesic Loess Slope Forest,7322,2322,Tr Crowley's Ridge Mesic Loess Slope Forest,Tree,Hardwood,667,White Oak-Beech Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
7323,West Gulf Coastal Plain Mesic Hardwood Forest,7323,2323,Tr West Gulf Coastal Plain Mesic Hardwood Forest,Tree,Hardwood,680,Sweetgum-Water Oak Forest,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
7324,Northern Atlantic Coastal Plain Hardwood Forest,7324,2324,Tr Northern Atlantic Coastal Plain Hardwood Forest,Tree,Hardwood,658,Coastal Plain Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
7325,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,7325,2325,Tr East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Tree,Hardwood,680,Sweetgum-Water Oak Forest,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,159,255,128,0.623529,1,0.501961
7326,South-Central Interior / Upper Coastal Plain Flatwoods,7326,2326,Tr South-Central Interior/Upper Coastal Plain Flatwoods,Tree,Hardwood,673,Hardwood Flatwoods,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
7327,East Gulf Coastal Plain Northern Loess Bluff Forest,7327,2327,Tr East Gulf Coastal Plain Northern Loess Bluff Forest,Tree,Hardwood,667,White Oak-Beech Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
7328,Southern Coastal Plain Limestone Forest,7328,2328,Tr Southern Coastal Plain Limestone Forest,Tree,Hardwood,680,Sweetgum-Water Oak Forest,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,100,204,206,0.392157,0.8,0.807843
7329,East Gulf Coastal Plain Southern Loess Bluff Forest,7329,2329,Tr East Gulf Coastal Plain Southern Loess Bluff Forest,Tree,Hardwood,667,White Oak-Beech Forest and Woodland,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,100,204,206,0.392157,0.8,0.807843
7330,Southern Coastal Plain Dry Upland Hardwood Forest,7330,2330,Tr Southern Coastal Plain Dry Upland Hardwood Forest,Tree,Hardwood,658,Coastal Plain Oak Forest,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
7331,Eastern Great Plains Tallgrass Aspen Forest and Woodland,7331,2331,Tr Eastern Great Plains Tallgrass Aspen Parkland,Tree,Hardwood,602,"Aspen Forest, Woodland, and Parkland",SAF 16: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy,192,255,138,0.752941,1,0.541176
7333,South Florida Hardwood Hammock,7333,2333,Tr South Florida Hardwood Hammock,Tree,Hardwood,672,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,60,113,126,0.235294,0.443137,0.494118
7334,Ozark-Ouachita Mesic Hardwood Forest,7334,2334,Tr Ozark-Ouachita Mesic Hardwood Forest,Tree,Hardwood,655,Beech-Maple-Basswood Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
7335,Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,7335,2335,Tr Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Tree,Hardwood,658,Coastal Plain Oak Forest,SAF 72: Southern Scrub Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
7336,Southwest Florida Maritime Hammock,7336,2336,Tr Southwest Florida Coastal Strand and Maritime Hammock,Tree,Hardwood,672,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,60,113,126,0.235294,0.443137,0.494118
7337,Southeast Florida Maritime Hammock,7337,2337,Tr Southeast Florida Coastal Strand and Maritime Hammock,Tree,Hardwood,672,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,60,113,126,0.235294,0.443137,0.494118
7338,Central and South Texas Coastal Fringe Forest and Woodland,7338,2338,Tr Central and South Texas Coastal Fringe Forest and Woodland,Tree,Hardwood,656,Texas Live Oak,SAF 89: Live Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,145,255,115,0.568627,1,0.45098
7339,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,7339,2339,Tr West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Tree,Hardwood,656,Texas Live Oak,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
7340,Appalachian Shale Barrens,7340,2340,Tr Appalachian Shale Barrens,Tree,Conifer-Hardwood,664,Chestnut Oak-Virginia Pine Forest and Woodland,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,82,52,34,0.321569,0.203922,0.133333
7342,Piedmont Hardpan Woodland and Forest,7342,2342,Tr Piedmont Hardpan Woodland and Forest,Tree,Hardwood,662,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
7343,Southern Atlantic Coastal Plain Mesic Hardwood Forest,7343,2343,Tr Southern Atlantic Coastal Plain Mesic Hardwood Forest,Tree,Hardwood,680,Sweetgum-Water Oak Forest,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
7346,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,7346,2346,Tr Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Tree,Conifer,677,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
7347,Atlantic Coastal Plain Upland Longleaf Pine Woodland,7347,2347,Tr Atlantic Coastal Plain Upland Longleaf Pine Woodland,Tree,Conifer,677,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
7348,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,7348,2348,Tr West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Tree,Conifer,677,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
7349,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,7349,2349,Tr East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tree,Conifer,677,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
7350,Central and Southern Appalachian Spruce-Fir Forest,7350,2350,Tr Central and Southern Appalachian Spruce-Fir Forest,Tree,Conifer,693,Spruce-Fir-Hardwood Forest,SAF 30: Red Spruce-Yellow Birch,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,159,255,128,0.623529,1,0.501961
7351,Southeastern Interior Longleaf Pine Woodland,7351,2351,Tr Southeastern Interior Longleaf Pine Woodland,Tree,Conifer,677,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
7352,Southern Appalachian Montane Pine Forest and Woodland,7352,2352,Tr Southern Appalachian Montane Pine Forest and Woodland,Tree,Conifer,686,Pitch Pine Woodlands,SAF 51: White Pine-Chestnut Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,13,69,133,0.05098,0.270588,0.521569
7353,Southern Appalachian Low-Elevation Pine Forest,7353,2353,Tr Southern Appalachian Low-Elevation Pine Forest,Tree,Conifer,695,Virginia Pine Forest,SAF 79: Virginia Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,10,61,128,0.039216,0.239216,0.501961
7354,Northeastern Interior Pine Barrens,7354,2354,Tr Northeastern Interior Pine Barrens,Tree,Conifer,686,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
